pair1,pair2,list,subject,trial_study,trial_test,tType_study,tType_test,gonogo_answer
179,177,9,194,97,105,Binocular,CFS,go
126,167,9,194,106,102,Not Studied,Not Studied,go
112,37,9,194,108,103,CFS,Binocular,go
33,157,9,194,102,101,Not Studied,CFS,go
100,124,9,194,104,104,Binocular,Not Studied,nogo
3,6,9,194,103,108,Not Studied,Binocular,nogo
176,154,9,194,98,98,CFS,CFS,go
6,3,9,194,100,106,CFS,CFS,nogo
28,137,9,194,105,97,Not Studied,Binocular,go
131,174,9,194,101,107,Binocular,Not Studied,go
118,115,10,194,114,117,Binocular,CFS,go
34,4,10,194,115,109,CFS,Binocular,go
146,147,10,194,118,111,Binocular,Binocular,go
60,191,10,194,109,110,Not Studied,CFS,go
19,189,10,194,119,116,CFS,Not Studied,nogo
14,139,10,194,110,118,Not Studied,CFS,nogo
102,110,10,194,111,114,Binocular,Not Studied,go
30,69,10,194,112,113,Not Studied,CFS,go
88,40,10,194,116,112,CFS,Not Studied,go
15,145,10,194,113,119,CFS,Not Studied,go
18,39,10,194,117,115,Not Studied,Binocular,go
183,185,10,194,120,120,Binocular,Binocular,nogo
153,8,1,195,4,8,CFS,Binocular,go
50,80,1,195,12,6,Not Studied,Binocular,go
61,121,1,195,7,9,CFS,Not Studied,nogo
32,122,1,195,10,10,Binocular,Not Studied,go
53,23,1,195,8,1,Not Studied,CFS,go
143,128,1,195,3,5,Binocular,Not Studied,go
141,155,1,195,1,3,CFS,CFS,nogo
184,181,1,195,6,12,Binocular,CFS,go
172,170,1,195,5,2,Not Studied,Not Studied,go
56,99,1,195,9,4,Not Studied,Binocular,nogo
8,153,1,195,2,7,Binocular,CFS,go
85,25,1,195,11,11,CFS,Binocular,go
4,34,2,195,22,19,CFS,CFS,go
147,146,2,195,16,13,Not Studied,CFS,go
107,64,2,195,20,17,CFS,Not Studied,go
25,85,2,195,15,15,Binocular,CFS,nogo
110,102,2,195,13,16,Not Studied,Binocular,nogo
177,179,2,195,21,23,Binocular,Binocular,go
16,13,2,195,18,21,CFS,Not Studied,nogo
155,141,2,195,24,22,Binocular,Not Studied,go
81,96,2,195,14,20,Not Studied,Binocular,go
161,163,2,195,23,24,Not Studied,CFS,go
45,165,2,195,17,18,Binocular,Binocular,go
69,30,2,195,19,14,CFS,Not Studied,go
121,61,3,195,33,32,CFS,Binocular,go
95,66,3,195,28,36,Not Studied,CFS,go
174,131,3,195,32,35,CFS,Binocular,go
117,135,3,195,26,29,Binocular,Not Studied,go
122,32,3,195,30,34,Not Studied,Not Studied,go
113,76,3,195,31,27,Binocular,CFS,nogo
97,151,3,195,25,30,CFS,Binocular,go
111,125,3,195,29,28,Binocular,Binocular,nogo
163,161,3,195,36,33,Not Studied,Not Studied,nogo
78,98,3,195,35,25,Not Studied,CFS,go
52,26,3,195,34,31,Binocular,CFS,go
11,103,3,195,27,26,CFS,Not Studied,go
133,192,4,195,41,40,CFS,Binocular,nogo
157,33,4,195,44,46,Not Studied,Not Studied,go
59,79,4,195,38,47,CFS,Binocular,go
154,176,4,195,46,41,Binocular,Not Studied,go
89,72,4,195,43,45,Not Studied,Not Studied,nogo
119,7,4,195,45,39,Binocular,CFS,nogo
125,111,4,195,48,37,CFS,CFS,go
139,14,4,195,47,42,Binocular,Binocular,go
64,107,4,195,40,48,Not Studied,CFS,go
43,44,4,195,39,44,Not Studied,Binocular,go
26,52,4,195,37,38,Binocular,Not Studied,go
62,123,4,195,42,43,CFS,CFS,go
185,183,5,195,55,49,CFS,CFS,go
72,89,5,195,53,56,Not Studied,Binocular,go
170,172,5,195,51,54,CFS,Binocular,go
151,97,5,195,52,58,Binocular,Not Studied,go
124,100,5,195,59,50,Not Studied,Not Studied,go
20,71,5,195,60,53,Binocular,Not Studied,go
71,20,5,195,54,57,CFS,Not Studied,nogo
86,29,5,195,58,51,Binocular,CFS,nogo
98,78,5,195,56,60,Not Studied,CFS,go
159,162,5,195,50,55,Not Studied,CFS,go
144,140,5,195,49,59,Binocular,Binocular,go
181,184,5,195,57,52,CFS,Binocular,nogo
13,16,6,195,67,69,CFS,Not Studied,nogo
103,11,6,195,69,71,Not Studied,Binocular,go
129,166,6,195,62,68,CFS,Binocular,go
140,144,6,195,70,66,Binocular,Binocular,go
150,156,6,195,72,61,Not Studied,CFS,go
128,143,6,195,63,63,Binocular,CFS,nogo
90,57,6,195,66,70,CFS,Not Studied,go
162,159,6,195,64,62,Binocular,Not Studied,go
123,62,6,195,71,67,Not Studied,CFS,go
7,119,6,195,65,72,Not Studied,CFS,go
73,68,6,195,68,65,Binocular,Not Studied,go
165,45,6,195,61,64,CFS,Binocular,nogo
80,50,7,195,83,81,CFS,Not Studied,nogo
44,43,7,195,75,82,Not Studied,Not Studied,go
31,47,7,195,77,80,CFS,Binocular,go
37,112,7,195,78,75,Binocular,CFS,nogo
79,59,7,195,74,79,Not Studied,CFS,go
166,129,7,195,84,77,Binocular,Not Studied,go
58,74,7,195,79,84,CFS,CFS,go
99,56,7,195,82,83,Binocular,Binocular,go
47,31,7,195,81,74,Not Studied,Not Studied,go
74,58,7,195,80,73,Not Studied,CFS,go
40,88,7,195,76,78,Binocular,Binocular,go
167,126,7,195,73,76,CFS,Binocular,nogo
96,81,8,195,90,95,CFS,Binocular,go
137,28,8,195,94,90,Not Studied,Binocular,go
76,113,8,195,96,93,CFS,Not Studied,nogo
135,117,8,195,87,87,Binocular,CFS,nogo
39,18,8,195,91,96,Not Studied,CFS,go
66,95,8,195,92,92,Binocular,Binocular,go
145,15,8,195,88,91,CFS,CFS,go
29,86,8,195,85,88,Binocular,Binocular,nogo
156,150,8,195,93,89,Not Studied,Not Studied,go
68,73,8,195,89,86,Not Studied,Not Studied,go
23,53,8,195,86,94,Binocular,Not Studied,go
115,118,8,195,95,85,CFS,CFS,go
2,187,9,195,107,101,CFS,Not Studied,go
57,90,9,195,105,104,Not Studied,Binocular,go
179,177,9,195,102,98,CFS,Not Studied,go
126,167,9,195,99,102,Binocular,Binocular,go
112,37,9,195,98,99,Not Studied,CFS,nogo
33,157,9,195,97,100,Binocular,Binocular,nogo
100,124,9,195,103,105,CFS,Not Studied,nogo
3,6,9,195,100,106,Binocular,Not Studied,go
176,154,9,195,108,107,Not Studied,Binocular,go
6,3,9,195,101,108,Not Studied,CFS,go
28,137,9,195,104,97,Binocular,CFS,go
131,174,9,195,106,103,CFS,CFS,go
118,115,10,195,110,119,CFS,Binocular,go
34,4,10,195,115,116,Not Studied,Binocular,go
146,147,10,195,112,109,CFS,CFS,go
60,191,10,195,118,111,Binocular,CFS,nogo
19,189,10,195,117,114,Not Studied,Binocular,go
14,139,10,195,113,115,Binocular,CFS,go
102,110,10,195,120,120,CFS,CFS,go
30,69,10,195,109,112,Binocular,Binocular,nogo
88,40,10,195,116,118,Not Studied,Not Studied,go
15,145,10,195,119,110,Not Studied,Not Studied,go
18,39,10,195,111,117,Binocular,Not Studied,nogo
183,185,10,195,114,113,CFS,Not Studied,go
153,8,1,196,12,7,Not Studied,Not Studied,nogo
50,80,1,196,6,9,Binocular,Binocular,go
61,121,1,196,9,3,Not Studied,Not Studied,go
32,122,1,196,11,5,CFS,Binocular,nogo
53,23,1,196,4,12,Binocular,Not Studied,go
143,128,1,196,10,8,CFS,CFS,go
141,155,1,196,7,4,Not Studied,CFS,go
184,181,1,196,8,11,CFS,CFS,nogo
172,170,1,196,5,10,Binocular,Binocular,go
56,99,1,196,3,2,Binocular,Binocular,go
8,153,1,196,2,1,CFS,Not Studied,go
85,25,1,196,1,6,Not Studied,CFS,go
4,34,2,196,18,21,Not Studied,Binocular,go
147,146,2,196,17,22,Binocular,Binocular,go
107,64,2,196,23,16,Not Studied,CFS,go
25,85,2,196,20,17,CFS,Binocular,nogo
110,102,2,196,16,13,Binocular,Not Studied,go
177,179,2,196,24,23,CFS,CFS,nogo
16,13,2,196,21,15,Not Studied,Not Studied,go
155,141,2,196,14,19,CFS,Not Studied,nogo
81,96,2,196,19,20,Binocular,CFS,go
161,163,2,196,15,14,Binocular,Binocular,go
45,165,2,196,13,18,CFS,CFS,go
69,30,2,196,22,24,Not Studied,Not Studied,go
121,61,3,196,35,26,Not Studied,Binocular,go
95,66,3,196,34,29,Binocular,Binocular,nogo
174,131,3,196,31,36,Not Studied,Not Studied,go
117,135,3,196,25,25,CFS,Not Studied,go
122,32,3,196,30,34,Binocular,Binocular,go
113,76,3,196,26,33,CFS,Binocular,go
97,151,3,196,36,31,Not Studied,Not Studied,nogo
111,125,3,196,33,27,CFS,Not Studied,go
163,161,3,196,29,32,Binocular,CFS,go
78,98,3,196,27,28,Binocular,CFS,go
52,26,3,196,32,30,CFS,CFS,go
11,103,3,196,28,35,Not Studied,CFS,nogo
133,192,4,196,38,39,Not Studied,Not Studied,go
157,33,4,196,42,42,Binocular,CFS,go
59,79,4,196,47,45,Not Studied,Binocular,go
154,176,4,196,40,41,CFS,Binocular,nogo
89,72,4,196,48,38,Binocular,Binocular,go
119,7,4,196,46,47,CFS,CFS,nogo
125,111,4,196,37,37,Not Studied,Not Studied,go
139,14,4,196,41,46,CFS,Binocular,go
64,107,4,196,44,44,Binocular,CFS,go
43,44,4,196,45,40,Binocular,CFS,go
26,52,4,196,43,48,CFS,Not Studied,go
62,123,4,196,39,43,Not Studied,Not Studied,nogo
185,183,5,196,55,59,Not Studied,CFS,nogo
72,89,5,196,56,52,Binocular,CFS,go
170,172,5,196,60,57,Not Studied,Binocular,go
151,97,5,196,50,53,CFS,Binocular,nogo
124,100,5,196,58,55,Binocular,Not Studied,nogo
20,71,5,196,54,51,CFS,Not Studied,go
71,20,5,196,51,60,Not Studied,Not Studied,go
86,29,5,196,57,50,CFS,Binocular,go
98,78,5,196,59,49,Binocular,Not Studied,go
159,162,5,196,49,56,Binocular,CFS,go
144,140,5,196,52,58,CFS,Binocular,go
181,184,5,196,53,54,Not Studied,CFS,go
13,16,6,196,68,68,Not Studied,CFS,go
103,11,6,196,67,69,Binocular,Binocular,go
129,166,6,196,66,62,Not Studied,Binocular,go
140,144,6,196,69,61,CFS,Not Studied,go
150,156,6,196,72,65,Binocular,Binocular,nogo
128,143,6,196,64,64,CFS,CFS,go
90,57,6,196,63,66,Not Studied,CFS,go
162,159,6,196,61,67,CFS,Not Studied,nogo
123,62,6,196,62,71,Binocular,CFS,nogo
7,119,6,196,70,72,Binocular,Not Studied,go
73,68,6,196,65,63,CFS,Not Studied,go
165,45,6,196,71,70,Not Studied,Binocular,go
80,50,7,196,73,84,Not Studied,Not Studied,go
44,43,7,196,82,83,Binocular,CFS,nogo
31,47,7,196,76,73,Not Studied,Not Studied,go
37,112,7,196,77,78,CFS,CFS,go
79,59,7,196,80,75,Binocular,Not Studied,go
166,129,7,196,84,81,CFS,Binocular,go
58,74,7,196,78,82,Not Studied,Binocular,go
99,56,7,196,83,74,CFS,Binocular,go
47,31,7,196,81,79,Binocular,Not Studied,nogo
74,58,7,196,75,80,Binocular,CFS,go
40,88,7,196,79,76,CFS,CFS,go
167,126,7,196,74,77,Not Studied,Binocular,nogo
96,81,8,196,85,88,Not Studied,CFS,go
137,28,8,196,93,89,Binocular,Binocular,nogo
76,113,8,196,89,90,Not Studied,CFS,go
135,117,8,196,94,93,CFS,Binocular,go
39,18,8,196,88,87,Binocular,Not Studied,go
66,95,8,196,90,91,CFS,Not Studied,nogo
145,15,8,196,96,95,Not Studied,CFS,nogo
29,86,8,196,86,85,CFS,Not Studied,go
156,150,8,196,91,94,Binocular,Binocular,go
68,73,8,196,87,96,Binocular,Not Studied,go
23,53,8,196,95,86,CFS,Binocular,go
115,118,8,196,92,92,Not Studied,CFS,go
2,187,9,196,100,108,Not Studied,Not Studied,go
57,90,9,196,102,97,Binocular,Not Studied,go
179,177,9,196,97,102,Not Studied,CFS,go
126,167,9,196,108,105,CFS,Binocular,go
112,37,9,196,104,98,Binocular,Binocular,go
33,157,9,196,101,100,CFS,CFS,go
100,124,9,196,106,101,Not Studied,Binocular,nogo
3,6,9,196,105,106,CFS,Binocular,go
176,154,9,196,98,99,Binocular,Not Studied,go
6,3,9,196,99,104,Binocular,CFS,go
28,137,9,196,103,107,CFS,CFS,nogo
131,174,9,196,107,103,Not Studied,Not Studied,nogo
118,115,10,196,112,111,Not Studied,Not Studied,go
34,4,10,196,111,120,Binocular,Not Studied,go
146,147,10,196,113,110,Not Studied,Binocular,go
60,191,10,196,120,116,CFS,CFS,go
19,189,10,196,119,117,Binocular,Binocular,go
14,139,10,196,114,112,CFS,CFS,go
102,110,10,196,117,115,Not Studied,Not Studied,nogo
30,69,10,196,118,114,CFS,CFS,go
88,40,10,196,110,109,Binocular,Not Studied,go
15,145,10,196,109,113,Binocular,Binocular,nogo
18,39,10,196,116,118,CFS,Binocular,go
183,185,10,196,115,119,Not Studied,CFS,nogo
153,8,1,197,8,2,Binocular,CFS,nogo
50,80,1,197,2,10,CFS,CFS,go
61,121,1,197,12,11,Binocular,Not Studied,go
32,122,1,197,11,4,Not Studied,Not Studied,go
53,23,1,197,6,12,CFS,Binocular,go
143,128,1,197,5,6,Not Studied,Not Studied,nogo
141,155,1,197,3,9,Binocular,CFS,go
184,181,1,197,10,8,Not Studied,Not Studied,go
172,170,1,197,1,7,CFS,Binocular,go
56,99,1,197,9,1,CFS,Binocular,nogo
8,153,1,197,4,3,Not Studied,Binocular,go
85,25,1,197,7,5,Binocular,CFS,go
4,34,2,197,13,18,Binocular,Not Studied,nogo
147,146,2,197,18,14,CFS,CFS,nogo
107,64,2,197,19,15,Binocular,Binocular,go
25,85,2,197,17,21,Not Studied,CFS,go
110,102,2,197,21,17,CFS,CFS,go
177,179,2,197,20,20,Not Studied,Not Studied,go
16,13,2,197,23,13,Binocular,Binocular,nogo
155,141,2,197,24,19,Not Studied,Binocular,go
81,96,2,197,14,16,CFS,Not Studied,go
161,163,2,197,16,23,CFS,Not Studied,go
45,165,2,197,22,22,Not Studied,CFS,go
69,30,2,197,15,24,Binocular,Binocular,go
121,61,3,197,31,27,Binocular,Binocular,go
95,66,3,197,33,31,CFS,Binocular,go
174,131,3,197,32,32,Binocular,Not Studied,go
117,135,3,197,25,33,Not Studied,CFS,go
122,32,3,197,29,29,CFS,CFS,go
113,76,3,197,28,30,Not Studied,Not Studied,nogo
97,151,3,197,35,34,Binocular,CFS,go
111,125,3,197,27,25,Not Studied,Binocular,nogo
163,161,3,197,26,26,CFS,CFS,nogo
78,98,3,197,36,28,CFS,Not Studied,go
52,26,3,197,34,36,Not Studied,Binocular,go
11,103,3,197,30,35,Binocular,Not Studied,go
133,192,4,197,47,38,Binocular,CFS,nogo
157,33,4,197,39,45,CFS,CFS,go
59,79,4,197,41,43,Binocular,Binocular,go
154,176,4,197,42,47,Not Studied,Not Studied,go
89,72,4,197,44,40,CFS,Not Studied,go
119,7,4,197,37,42,Not Studied,Not Studied,nogo
125,111,4,197,45,46,Binocular,CFS,go
139,14,4,197,38,37,Not Studied,Binocular,nogo
64,107,4,197,43,48,CFS,Binocular,go
43,44,4,197,46,39,CFS,Binocular,go
26,52,4,197,48,44,Not Studied,Not Studied,go
62,123,4,197,40,41,Binocular,CFS,go
185,183,5,197,54,54,Binocular,Not Studied,nogo
72,89,5,197,50,53,CFS,CFS,go
170,172,5,197,53,49,Binocular,Binocular,nogo
151,97,5,197,55,55,Not Studied,Binocular,go
124,100,5,197,57,50,CFS,CFS,nogo
20,71,5,197,49,52,Not Studied,Not Studied,go
71,20,5,197,52,58,Binocular,CFS,go
86,29,5,197,60,60,Not Studied,Binocular,go
98,78,5,197,56,51,CFS,Binocular,go
159,162,5,197,58,59,CFS,Not Studied,go
144,140,5,197,59,56,Not Studied,Not Studied,go
181,184,5,197,51,57,Binocular,CFS,go
13,16,6,197,70,69,Binocular,CFS,go
103,11,6,197,69,63,CFS,Binocular,go
129,166,6,197,67,61,Binocular,Binocular,nogo
140,144,6,197,66,65,Not Studied,CFS,go
150,156,6,197,72,70,CFS,CFS,go
128,143,6,197,62,68,Not Studied,Not Studied,go
90,57,6,197,61,66,Binocular,Not Studied,nogo
162,159,6,197,68,64,Not Studied,Not Studied,go
123,62,6,197,71,62,CFS,CFS,nogo
7,119,6,197,65,71,CFS,Not Studied,go
73,68,6,197,64,72,Not Studied,Binocular,go
165,45,6,197,63,67,Binocular,Binocular,go
80,50,7,197,80,73,Binocular,Binocular,nogo
44,43,7,197,79,78,CFS,Not Studied,nogo
31,47,7,197,76,80,Binocular,Not Studied,go
37,112,7,197,77,82,Not Studied,CFS,go
79,59,7,197,74,81,CFS,CFS,go
166,129,7,197,84,84,Not Studied,Binocular,go
58,74,7,197,75,75,Binocular,Binocular,go
99,56,7,197,83,79,Not Studied,Binocular,go
47,31,7,197,82,74,CFS,CFS,nogo
74,58,7,197,73,77,CFS,CFS,go
40,88,7,197,78,76,Not Studied,Not Studied,go
167,126,7,197,81,83,Binocular,Not Studied,go
96,81,8,197,87,88,Binocular,Not Studied,go
137,28,8,197,85,94,CFS,CFS,go
76,113,8,197,92,92,Binocular,Not Studied,go
135,117,8,197,90,93,Not Studied,CFS,go
39,18,8,197,86,95,CFS,Not Studied,go
66,95,8,197,93,87,Not Studied,Binocular,go
145,15,8,197,88,89,Binocular,CFS,go
29,86,8,197,89,86,Not Studied,CFS,nogo
156,150,8,197,96,91,CFS,Binocular,go
68,73,8,197,94,90,CFS,Not Studied,nogo
23,53,8,197,95,85,Not Studied,Binocular,nogo
115,118,8,197,91,96,Binocular,Binocular,go
2,187,9,197,98,98,Binocular,CFS,nogo
57,90,9,197,107,105,CFS,CFS,go
179,177,9,197,102,100,Binocular,Not Studied,go
126,167,9,197,100,108,Not Studied,Binocular,go
112,37,9,197,101,104,CFS,Not Studied,go
33,157,9,197,97,102,Not Studied,Not Studied,nogo
100,124,9,197,105,103,Binocular,Binocular,go
3,6,9,197,108,101,Not Studied,CFS,go
176,154,9,197,99,106,CFS,CFS,go
6,3,9,197,103,97,CFS,Binocular,nogo
28,137,9,197,104,107,Not Studied,Not Studied,go
131,174,9,197,106,99,Binocular,Binocular,go
118,115,10,197,114,112,Binocular,Not Studied,go
34,4,10,197,112,114,CFS,Not Studied,nogo
146,147,10,197,119,111,Binocular,Binocular,go
60,191,10,197,109,116,Not Studied,Not Studied,go
19,189,10,197,111,115,CFS,Binocular,go
14,139,10,197,110,120,Not Studied,Binocular,go
102,110,10,197,115,117,Binocular,CFS,go
30,69,10,197,113,119,Not Studied,Not Studied,go
88,40,10,197,118,110,CFS,CFS,nogo
15,145,10,197,116,118,CFS,CFS,go
18,39,10,197,117,113,Not Studied,CFS,go
183,185,10,197,120,109,Binocular,Binocular,nogo
153,8,1,198,2,7,CFS,CFS,go
50,80,1,198,10,8,Not Studied,Binocular,nogo
61,121,1,198,1,12,CFS,CFS,nogo
32,122,1,198,9,2,Binocular,Not Studied,go
53,23,1,198,4,5,Not Studied,Not Studied,go
143,128,1,198,6,9,Binocular,Not Studied,go
141,155,1,198,11,4,CFS,Binocular,go
184,181,1,198,8,1,Binocular,CFS,go
172,170,1,198,5,10,Not Studied,Not Studied,nogo
56,99,1,198,3,11,Not Studied,Binocular,go
8,153,1,198,12,3,Binocular,CFS,go
85,25,1,198,7,6,CFS,Binocular,go
4,34,2,198,13,20,CFS,Binocular,nogo
147,146,2,198,19,14,Not Studied,Not Studied,go
107,64,2,198,16,16,CFS,Binocular,go
25,85,2,198,20,17,Binocular,Not Studied,go
110,102,2,198,22,24,Not Studied,CFS,nogo
177,179,2,198,23,22,Binocular,Not Studied,nogo
16,13,2,198,17,18,CFS,Binocular,go
155,141,2,198,18,13,Binocular,CFS,go
81,96,2,198,21,19,Not Studied,CFS,go
161,163,2,198,24,23,Not Studied,Binocular,go
45,165,2,198,15,15,Binocular,CFS,go
69,30,2,198,14,21,CFS,Not Studied,go
121,61,3,198,35,32,CFS,Binocular,nogo
95,66,3,198,34,35,Not Studied,Binocular,go
174,131,3,198,27,31,CFS,CFS,go
117,135,3,198,25,27,Binocular,CFS,go
122,32,3,198,32,36,Not Studied,CFS,nogo
113,76,3,198,30,26,Binocular,Not Studied,go
97,151,3,198,36,33,CFS,Not Studied,go
111,125,3,198,26,34,Binocular,Not Studied,nogo
163,161,3,198,29,29,Not Studied,Not Studied,go
78,98,3,198,28,30,Not Studied,Binocular,go
52,26,3,198,31,28,Binocular,Binocular,go
11,103,3,198,33,25,CFS,CFS,go
133,192,4,198,44,41,CFS,Not Studied,go
157,33,4,198,43,38,Not Studied,Not Studied,go
59,79,4,198,42,43,CFS,CFS,go
154,176,4,198,48,42,Binocular,Binocular,go
89,72,4,198,47,44,Not Studied,Binocular,nogo
119,7,4,198,45,40,Binocular,Binocular,go
125,111,4,198,37,39,CFS,CFS,go
139,14,4,198,40,45,Binocular,Not Studied,go
64,107,4,198,41,46,Not Studied,Not Studied,nogo
43,44,4,198,46,47,Not Studied,Binocular,go
26,52,4,198,39,37,Binocular,CFS,go
62,123,4,198,38,48,CFS,CFS,nogo
185,183,5,198,56,51,CFS,CFS,go
72,89,5,198,59,49,Not Studied,CFS,go
170,172,5,198,57,54,CFS,Binocular,go
151,97,5,198,51,58,Binocular,Not Studied,nogo
124,100,5,198,60,50,Not Studied,Not Studied,go
20,71,5,198,58,55,Binocular,CFS,go
71,20,5,198,52,52,CFS,Binocular,go
86,29,5,198,53,53,Binocular,Not Studied,go
98,78,5,198,49,60,Not Studied,CFS,nogo
159,162,5,198,55,56,Not Studied,Binocular,nogo
144,140,5,198,50,57,Binocular,Not Studied,go
181,184,5,198,54,59,CFS,Binocular,go
13,16,6,198,64,71,CFS,Binocular,go
103,11,6,198,70,64,Not Studied,Binocular,go
129,166,6,198,63,70,CFS,Not Studied,nogo
140,144,6,198,71,67,Binocular,CFS,go
150,156,6,198,62,61,Not Studied,CFS,go
128,143,6,198,69,65,Binocular,Not Studied,go
90,57,6,198,65,68,CFS,Binocular,nogo
162,159,6,198,67,63,Binocular,CFS,go
123,62,6,198,72,72,Not Studied,CFS,nogo
7,119,6,198,68,66,Not Studied,Binocular,go
73,68,6,198,61,62,Binocular,Not Studied,go
165,45,6,198,66,69,CFS,Not Studied,go
80,50,7,198,74,83,CFS,Binocular,go
44,43,7,198,83,81,Not Studied,Not Studied,go
31,47,7,198,77,80,CFS,Binocular,nogo
37,112,7,198,84,78,Binocular,Binocular,go
79,59,7,198,82,75,Not Studied,CFS,go
166,129,7,198,76,82,Binocular,Not Studied,nogo
58,74,7,198,73,74,CFS,Not Studied,go
99,56,7,198,75,77,Binocular,Not Studied,go
47,31,7,198,81,79,Not Studied,CFS,go
74,58,7,198,78,84,Not Studied,CFS,nogo
40,88,7,198,79,73,Binocular,CFS,go
167,126,7,198,80,76,CFS,Binocular,go
96,81,8,198,88,94,CFS,Not Studied,nogo
137,28,8,198,87,92,Not Studied,Binocular,nogo
76,113,8,198,93,87,CFS,CFS,go
135,117,8,198,91,85,Binocular,CFS,go
39,18,8,198,89,91,Not Studied,CFS,go
66,95,8,198,92,93,Binocular,Not Studied,go
145,15,8,198,85,89,CFS,Not Studied,go
29,86,8,198,94,90,Binocular,Binocular,go
156,150,8,198,90,88,Not Studied,Binocular,go
68,73,8,198,95,96,Not Studied,CFS,nogo
23,53,8,198,96,95,Binocular,Binocular,go
115,118,8,198,86,86,CFS,Not Studied,go
2,187,9,198,101,97,CFS,CFS,go
57,90,9,198,107,105,Not Studied,Not Studied,go
179,177,9,198,105,102,CFS,Binocular,go
126,167,9,198,100,100,Binocular,Binocular,go
112,37,9,198,103,99,Not Studied,CFS,go
33,157,9,198,108,101,Binocular,Not Studied,go
100,124,9,198,102,103,CFS,CFS,go
3,6,9,198,97,106,Binocular,Not Studied,nogo
176,154,9,198,104,98,Not Studied,Not Studied,go
6,3,9,198,99,108,Not Studied,CFS,nogo
28,137,9,198,98,107,Binocular,Binocular,go
131,174,9,198,106,104,CFS,Binocular,nogo
118,115,10,198,109,115,CFS,CFS,go
34,4,10,198,110,111,Not Studied,CFS,go
146,147,10,198,116,109,CFS,CFS,go
60,191,10,198,117,120,Binocular,CFS,nogo
19,189,10,198,114,116,Not Studied,Binocular,nogo
14,139,10,198,120,113,Binocular,Not Studied,go
102,110,10,198,115,117,CFS,Not Studied,go
30,69,10,198,112,118,Binocular,Not Studied,nogo
88,40,10,198,113,114,Not Studied,Binocular,go
15,145,10,198,111,119,Not Studied,Binocular,go
18,39,10,198,119,110,Binocular,Not Studied,go
183,185,10,198,118,112,CFS,Binocular,go
153,8,1,199,12,7,Not Studied,Not Studied,go
50,80,1,199,8,6,Binocular,CFS,go
61,121,1,199,5,3,Not Studied,Not Studied,nogo
32,122,1,199,6,8,CFS,CFS,go
53,23,1,199,11,9,Binocular,Binocular,nogo
143,128,1,199,1,2,CFS,Binocular,go
141,155,1,199,3,5,Not Studied,Binocular,go
184,181,1,199,9,10,CFS,Binocular,go
172,170,1,199,7,11,Binocular,CFS,go
56,99,1,199,2,4,Binocular,CFS,nogo
8,153,1,199,4,12,CFS,Not Studied,go
85,25,1,199,10,1,Not Studied,Not Studied,go
4,34,2,199,22,19,Not Studied,Not Studied,go
147,146,2,199,17,22,Binocular,Binocular,go
107,64,2,199,13,24,Not Studied,Not Studied,go
25,85,2,199,15,23,CFS,CFS,go
110,102,2,199,14,20,Binocular,CFS,go
177,179,2,199,21,21,CFS,Binocular,nogo
16,13,2,199,24,13,Not Studied,Not Studied,go
155,141,2,199,16,17,CFS,Binocular,go
81,96,2,199,23,18,Binocular,CFS,go
161,163,2,199,19,15,Binocular,Not Studied,nogo
45,165,2,199,20,16,CFS,CFS,nogo
69,30,2,199,18,14,Not Studied,Binocular,go
121,61,3,199,32,28,Not Studied,CFS,nogo
95,66,3,199,33,31,Binocular,Not Studied,go
174,131,3,199,25,27,Not Studied,Not Studied,nogo
117,135,3,199,31,35,CFS,CFS,go
122,32,3,199,30,32,Binocular,CFS,go
113,76,3,199,34,33,CFS,Binocular,nogo
97,151,3,199,26,34,Not Studied,Binocular,go
111,125,3,199,35,26,CFS,Binocular,go
163,161,3,199,28,36,Binocular,Not Studied,go
78,98,3,199,27,30,Binocular,CFS,go
52,26,3,199,29,25,CFS,Not Studied,go
11,103,3,199,36,29,Not Studied,Binocular,go
133,192,4,199,41,39,Not Studied,Not Studied,nogo
157,33,4,199,46,46,Binocular,Binocular,go
59,79,4,199,45,41,Not Studied,Binocular,go
154,176,4,199,37,40,CFS,CFS,nogo
89,72,4,199,47,44,Binocular,CFS,go
119,7,4,199,48,45,CFS,Binocular,nogo
125,111,4,199,38,48,Not Studied,Not Studied,go
139,14,4,199,39,37,CFS,Not Studied,go
64,107,4,199,40,38,Binocular,Binocular,go
43,44,4,199,44,42,Binocular,CFS,go
26,52,4,199,43,43,CFS,Not Studied,go
62,123,4,199,42,47,Not Studied,CFS,go
185,183,5,199,49,51,Not Studied,Not Studied,nogo
72,89,5,199,58,58,Binocular,Binocular,go
170,172,5,199,59,54,Not Studied,CFS,go
151,97,5,199,53,60,CFS,Not Studied,go
124,100,5,199,57,56,Binocular,CFS,go
20,71,5,199,60,57,CFS,Binocular,nogo
71,20,5,199,54,50,Not Studied,Binocular,go
